user_id,is_premium_user
3057801831,0
3730229972,1
3805363374,1
3993141341,1
4105933319,1
4135574531,1
4182770672,1
4212031894,1
4270246180,0
4313433524,0
4339381014,0
4350026860,1
4351272402,0
4399977369,1
4410280524,1
4441535026,1
4605699892,0
4637824000,1
4814776113,1
4832795730,1
4839381743,1
4850969872,1
4859138811,0
4920893681,1
4968233355,1
5006732887,1
5067696492,1
5077726903,1
5104750527,0
5162366661,1
5216259792,0
5224671452,0
5226709197,1
5251580837,1
5269347451,0
5280254925,1
5281309622,0
5295688186,1
5342865911,0
5403429348,1
5411767500,0
5448528808,0
5478470041,1
5520152767,0
5556624975,1
5586817121,0
5609980696,1
5650767354,1
5793565420,1
5797515593,1
5803816911,1
5809340256,1
5834972394,1
5883666772,1
5901619795,1
5944828341,1
5951277239,1
5963667268,1
5964580405,0
5965378320,1
5970375228,0
5971578792,0
5977970123,1
5979068178,0
5981629219,1
5982142737,0
5987443873,1
5988830656,1
3083437192,0
3331339889,1
3351777694,1
3554982134,1
3710802333,1
4124924284,0
4185785974,0
4390936033,1
4437959911,1
4440194433,1
4500181946,1
4683548288,1
4710431161,1
4714834319,0
4727678993,0
4739378878,1
4830397642,1
4860715702,1
4883794609,1
4890827000,1
4891491044,1
4982771835,1
4994306195,1
5015470390,1
5087079723,1
5144724326,1
5177904063,1
5186778541,1
5198407422,1
5251836396,0
5284440779,1
5314976779,0
5336700161,1
5339004381,1
5355733939,0
5390904541,1
5409620871,1
5458988263,1
5469365480,1
5592814206,1
5771584023,0
5810839084,1
5817782860,1
5832246538,1
5851116850,0
5852283045,0
5877825819,1
5957179355,0
5969128497,0
5970057890,1
5978772704,1
5980129369,0
5981937451,0
5988463674,1
2706381515,1
2944518861,0
3045889458,1
3051433212,1
3060860922,1
3069259451,1
3071803431,0
3084664030,1
3157671200,1
3278329631,1
3405595425,1
3428845815,1
3432855431,1
3446787041,1
3559432379,0
3566543341,1
3570850068,1
3592819528,1
3610336891,1
3632609786,1
3724296094,1
3786571380,1
3832807788,1
3837668285,1
3846207631,1
3848051616,1
3865579405,1
3892201483,1
3957926326,1
3971281467,1
3981177482,0
3992937295,1
4003694141,1
4015122553,1
4020350705,0
4020605915,1
4021388745,1
4022539131,1
4032628784,1
4037452483,1
4047838978,1
4062233198,1
4064215181,1
4067527610,0
4067758937,0
4095856076,0
4099280095,0
4100932050,1
4101433075,1
4105500979,1
4117851773,1
4127333045,1
4127792642,1
4129620118,1
4131972513,1
4132583273,0
4134077635,0
4134188742,0
4134328142,1
4139721229,0
4146390302,1
4156627832,0
4157657942,1
4157707445,0
4167535690,1
4168899771,1
4172703341,1
4188098840,0
4188919053,0
4210683329,1
4258358094,1
4268931331,1
4300659041,0
4307129811,1
4317659999,0
4328144743,1
4345794259,1
4348410222,1
4376685942,1
4384232802,1
4389461591,1
4397159701,1
4436276510,1
4443067051,0
4450849662,1
4461358980,1
4474808483,0
4479375465,0
4488894061,1
4494604841,1
4495059604,1
4496539398,1
4498756283,1
4499556691,1
4501170994,1
4507084787,1
4512436964,1
4534001674,1
4540724633,1
4545954497,0
4549318466,0
4551908431,1
4555189726,1
4555416990,1
4564891852,1
4578755579,0
4581464431,1
4584604102,1
4592375845,0
4608442055,0
4612268087,1
4626516833,0
4631841410,1
4640012043,0
4645099302,0
4646269681,1
4649368671,0
4659970651,1
4683604845,1
4700357671,1
4701671154,0
4704602771,1
4705200754,1
4715469086,1
4718841371,1
4723159490,1
4730050513,0
4731729014,1
4736690441,1
4738073235,1
4741689223,1
4744462953,0
4748138722,0
4750749123,0
4757272860,1
4759550322,1
4761584115,0
4766822393,0
4769508012,1
4769704973,1
4773885624,0
4775153444,1
4775669602,1
4776115935,0
4778408046,1
4781067513,0
4789309440,1
4792334510,1
4792988056,0
4795711695,1
4807869105,1
4811247807,0
4811531641,1
4827724231,1
4830232303,1
4831345123,1
4833603173,1
4833927460,1
4837180452,0
4843476103,1
4843753877,1
4845410309,0
4849781474,1
4851304638,0
4854326741,1
4857304281,0
4865610596,1
4870632691,0
4872334258,0
4883714142,0
4884004701,1
4885727784,1
4886458263,1
4905308133,1
4911012350,1
4914050562,1
4915684784,0
4918652171,1
4920833083,1
4922273263,1
4925626253,1
4925891901,1
4926842027,1
4927600215,0
4927813820,1
4928930186,0
4932113814,0
4937266254,0
4941067612,1
4961194325,1
4965630751,0
4968501063,1
4973105041,1
4988117121,0
4993998773,1
5002729867,0
5011438255,1
5016427010,1
5023715913,0
5027040161,0
5032227964,1
5034038281,1
5035917871,0
5037790841,1
5039832703,1
5049113164,0
5053250262,1
5064400067,0
5070805892,1
5073935745,1
5074624631,1
5075494453,0
5076836551,1
5077207714,0
5077534984,1
5079524725,1
5082463518,1
5083729440,1
5092282903,0
5101722291,1
5102206000,1
5103620980,1
5109209774,0
5111577801,1
5115059806,1
5120192709,1
5126158721,1
5129533910,1
5132174885,1
5133210092,1
5133265645,1
5134164693,0
5135412142,1
5137615743,1
5141005556,0
5143168790,1
5146700838,1
5148085272,1
5149161836,1
5161237430,0
5163291403,1
5165705283,1
5165837605,1
5165941641,1
5166019428,1
5173283128,1
5175196000,0
5175664684,1
5177344924,1
5178155570,0
5179113155,0
5180196312,0
5180855905,1
5183908873,1
5184451172,0
5185623060,0
5186451273,1
5192027020,0
5225291413,0
5235492103,1
5236205777,0
5237281000,1
5238945666,1
5241167606,1
5241890346,0
5243090661,1
5243336127,1
5243988230,1
5247950138,1
5251159950,1
5251341777,1
5251411476,1
5252480295,1
5255578115,1
5257178876,1
5257305144,1
5259305843,1
5262628575,1
5262999282,0
5265855790,0
5274001601,1
5282339251,0
5318252910,1
5367924242,1
5413374908,0
5417727979,1
5438440190,0
5501228830,1
5516441813,1
5564846505,1
5567355330,1
5786614601,1
5790989753,1
5800992580,0
5846356827,1
5851458310,0
5855056222,1
5855616934,1
5867475855,1
5887550381,1
5955541079,1
5961068283,1
5976880555,1
5981100941,1
5982755164,0
5982996165,0
5983185120,1
5999410847,1
3979923033,1
3998586255,1
4039517861,1
4204382810,1
4287083280,1
4298914797,0
4315033155,1
4320358090,1
4354781011,0
4487460742,1
4530366074,1
4574158240,1
4718907035,1
4727154657,0
4805423358,0
4814831661,1
4867010493,1
4883419119,1
5055828115,1
5239540925,1
5286894178,1
5317082152,1
5357192754,0
5408257533,1
5423630412,1
5446571453,1
5501747490,0
5614129150,1
5788484152,1
5796147531,1
5816374705,1
5866478576,1
5966700373,1
5968817709,1
5974279771,0
5985383735,0
5993509152,0
3057937196,1
3725777565,0
4300836811,0
4552089243,0
4614064184,1
4806120830,0
4812556713,1
4838486791,1
4937536957,1
4947991553,0
5091895469,1
5194969205,1
5198542774,0
5265993173,1
5296581798,0
5405127525,1
5592314203,0
5795430625,1
5970519925,1
2690923546,0
3369951831,1
3693094437,0
3909844119,1
3972457380,1
4028416984,0
4067716513,1
4072787634,1
4082518820,1
4082529938,0
4099642710,1
4130376611,1
4131458378,1
4493371982,1
4527281951,1
4580908875,0
4742337853,0
4843143775,1
5039110049,1
5077793578,1
5132559730,0
5161744978,0
5179092944,1
5188997331,1
5194029743,1
5219456433,1
5251281172,1
5254676470,1
5285708850,1
5306433789,1
5313030948,1
5330331655,1
5334899209,1
5348258564,0
5357168513,1
5402906114,1
5424356577,1
5454694403,0
5525730991,0
5541442410,1
5654608790,1
5694155711,1
5763892745,0
5860214730,0
5956072031,1
5959659075,1
5962647313,0
5965207345,1
5970849972,0
5970862115,1
5976739604,1
5976985795,0
5977714644,0
5983186138,1
5986776363,1
5991381840,1
5992658187,0
5998574074,0
6000460969,1
2872739820,0
2973483080,0
2973600252,1
3045982388,1
3047727965,1
3056868501,0
3070273990,1
3080262032,0
3084633724,1
3188662354,1
3297724851,0
3305607464,1
3334915622,1
3343845992,1
3361552034,1
3363183638,1
3368895833,0
3371826679,1
3383440245,0
3387783931,0
3390712261,1
3393144988,1
3394198555,1
3399726450,1
3432237255,1
3432618063,0
3432904922,1
3440463617,1
3442243840,1
3443143835,1
3444043839,1
3454201557,1
3458643425,0
3478895860,0
3507358645,0
3527948721,1
3538529795,1
3541568451,0
3545002564,0
3548436966,1
3548502621,1
3550028331,0
3585702862,0
3587014260,1
3614160371,1
3615690048,0
3642138221,1
3715078645,1
3716160905,0
3718568934,0
3718577028,0
3720274234,1
3723000823,0
3725713925,0
3731718505,1
3733045135,0
3738735518,0
3744598640,1
3756286922,0
3758197657,1
3783356171,1
3786637044,1
3792828483,1
3794389339,1
3794405497,1
3803745268,0
3803798792,0
3806515709,0
3807893693,1
3807920960,1
3810650432,1
3815742396,0
3816821423,1
3816857781,1
3820909478,0
3822583272,1
3822663073,1
3825473411,1
3825480484,1
3825559272,1
3828601206,0
3832601720,1
3832605760,1
3832610816,1
3836019235,0
3836028327,0
3837650105,1
3840413230,1
3841260109,1
3841405553,0
3858489670,0
3861220709,0
3863774301,1
3865511720,0
3867511700,1
3870332792,0
3871636763,1
3874663164,1
3882496640,0
3898982405,1
3906346203,0
3913791162,0
3919897804,1
3921413223,1
3923986545,0
3924054225,0
3926255842,0
3947660748,1
3947828449,1
3959285144,1
3963509230,0
3970103250,1
3981162334,0
3981212831,1
3987224715,0
3989335693,0
3993163565,1
3994662698,1
3994769762,0
3996166143,1
3998736771,1
4000436326,1
4000481784,1
4013015536,0
4013803410,1
4015482158,0
4018362121,0
4018669226,1
4019746661,1
4021053399,1
4021216022,1
4022633077,0
4022708832,1
4023882775,1
4030872945,1
4034779392,1
4034932922,0
4035825621,0
4035961994,0
4036082201,1
4037351476,1
4038652710,0
4040602798,1
4042804149,0
4043716290,1
4047937967,1
4049115086,0
4050378258,1
4051360382,0
4054917273,1
4056399170,1
4056446641,1
4058126202,1
4058207015,0
4059242411,1
4059410096,0
4061091797,0
4064266699,0
4065602256,0
4065723470,0
4067642777,1
4068721815,0
4070579220,1
4072634103,1
4074539208,0
4076366141,0
4078267981,0
4081050192,1
4083956575,1
4126488520,1
4127223931,1
4167490243,1
4303085319,0
4313251706,1
4314965479,1
4352985071,1
4361023175,0
4379763355,1
4410278501,1
4541467683,0
4543371706,1
4678327876,0
4759277593,0
4785682451,1
4878214512,0
4983613257,1
5000436251,0
5018840075,1
5067392510,1
5067791449,1
5191969448,0
5218988757,1
5337920054,1
5350108152,0
5463207641,1
5672681072,0
5696424215,1
5696600976,1
5715627557,1
5777987095,1
5785091612,1
5785959053,1
5793967442,0
5820115460,0
5830997173,1
5869430236,1
5904893503,0
5927733112,1
5956327281,0
5958017588,1
5963267525,1
5971777133,0
5980379054,1
5982944379,1
5984501413,1
6005079852,1
2977207754,1
3005119793,1
3037884724,1
3070497233,1
3159642480,1
3333625407,1
3356398090,1
3363453335,1
3370150821,1
3413318951,1
3435054954,1
3455687387,1
3478960511,1
3546724304,1
3589831719,1
3626236545,1
3726819772,1
3783495566,1
3840361715,1
3841419695,1
3844789348,0
3865521826,1
3871654945,0
3889356866,0
3893785933,1
3900196950,1
3900245441,0
3908651929,1
3912061655,0
3921446553,0
3950834406,1
3961916155,1
3979847269,0
3981092635,1
3989668023,1
3998708480,1
4000364601,0
4013068062,0
4034876363,1
4035861984,0
4035885225,1
4037513092,0
4040842194,0
4042586957,1
4048091507,0
4053327042,1
4067614488,0
4070741845,1
4070760033,0
4079925798,0
4107293534,1
4316603922,1
4329785477,1
4353113356,1
4381214980,0
4438990229,1
4456548435,1
4476343502,0
4548749360,0
4572150945,1
4581190693,1
4631769695,0
4636784994,1
4647468229,1
4707595539,0
4721380623,0
4743067403,1
4748339730,1
4756779155,1
4762015427,1
4794347815,1
4842254063,1
4885736874,1
4910266215,1
4923845403,1
4945136422,1
4961169071,1
4968579846,1
5038064213,1
5067883360,1
5210222699,1
5231408946,0
5232197830,1
5234245991,1
5374113747,1
5459654923,0
5483197689,1
5494281858,1
5567514928,0
5595782164,0
5618441696,1
5650791597,1
5701142767,1
5801986043,0
5816252351,1
5824833357,1
5850773153,1
5854152877,1
5858391768,1
5875818035,0
5889953203,1
5907402834,1
5952368114,1
5968756004,0
5977298744,1
5986681861,1
5987726222,1
3021922759,1
3354813911,1
3388715717,1
3551570945,1
3615649633,1
3726940984,1
3730177455,0
3787929821,0
3803687683,0
3822802461,1
3976949070,0
3978454130,1
4002222574,1
4017267344,1
4024614090,1
4028282646,1
4058026203,1
4062226127,1
4107577384,1
4131608874,1
4145794332,0
4154771465,1
4191348132,1
4256514632,1
4262837815,0
4320360112,1
4396965761,1
4408403481,1
4446858371,0
4455722849,1
4523796712,1
4527239538,1
4543122599,1
4560783524,1
4565610205,1
4587913094,1
4620579009,1
4636851669,1
4647584381,1
4677012636,1
4707005636,0
4709820057,1
4711697704,1
4718684800,1
4773767443,1
4783485704,1
4808092333,1
4818981263,1
4821488623,1
4825488430,1
4844246248,0
4850475937,1
4863806825,1
4875123369,1
4908945438,1
4928283521,1
4949216502,0
4976826130,1
5001057466,1
5001742315,1
5005820714,1
5016819930,1
5016863379,1
5019893601,1
5042026092,0
5063015833,1
5069090436,1
5077683479,1
5096741468,1
5137711702,1
5143092039,1
5163128778,1
5177375236,0
5179144461,0
5181544330,0
5190885921,1
5235780521,0
5239912647,1
5252017664,1
5253950438,0
5260492112,0
5263892973,1
5264822270,0
5264862670,0
5312844528,1
5361830594,1
5429374363,1
5449010674,0
5460164431,1
5508491341,0
5511235996,1
5530724981,1
5747267695,1
5760575634,1
5794924637,1
5799243324,0
5822900107,0
5829637035,1
5857965034,1
5866280665,0
5877523625,1
5885290632,1
5922991593,0
5956590346,0
5960814041,1
5962759717,0
5962866103,0
5973096791,0
5973582713,0
5975967958,1
5978135815,0
5979459549,1
5988841782,1
5998691661,1
3042649729,1
3335004514,1
3850602392,1
3861401515,1
4218672051,1
4303451978,1
4316422116,1
4400266257,1
4438399318,1
4446417839,1
4481196294,1
4608343060,1
4612140804,0
4620006884,0
4644868996,1
4648137911,1
4667927805,1
4806039020,1
4807027914,1
4844660806,0
4871074111,1
4925081843,1
4927871400,1
4991057720,1
5014283812,1
5133868671,1
5192430055,0
5200965852,0
5229782377,1
5300447344,1
5356946297,1
5378072493,0
5442628786,0
5458258753,1
5460368471,0
5512495164,0
5529699708,0
5634543949,0
5656570055,0
5657245808,0
5697888292,1
5734611472,1
5785322925,1
5791928496,1
5817698022,1
5820041723,1
5839048524,0
5844996898,0
5862035012,1
5864415601,1
5930207561,1
5933578141,0
5956875700,0
5960486882,1
5975406086,1
5983371743,0
5997020406,1
2826429982,1
3056545273,1
3067452595,1
3803696773,1
3837651115,1
3878916787,1
4093790002,1
4109119915,1
4168366440,1
4192127923,1
4357874565,1
4428036692,0
4576677860,1
4585260138,0
4636705205,1
4643202340,1
4655645315,1
4740322314,0
4753062553,0
4778821173,1
4797768798,1
4811228611,0
4942257988,1
4978585402,1
4999945814,0
5025756141,1
5036401887,0
5096643485,1
5169777259,0
5210480273,1
5214414274,1
5243611466,0
5250198033,1
5348850489,1
5417369393,1
5477014574,1
5550064935,1
5623538178,1
5690947893,0
5752388127,1
5786260062,0
5838245070,1
5848181083,1
5906346180,1
5917922405,1
5961475087,1
5964880936,1
5974655182,1
5976186743,1
5978521520,0
5982020565,1
5990367063,0
5991716116,0
5991964773,1
3624339899,1
3871504444,1
4018901546,1
4037569651,0
4164986244,1
4183479776,0
4261634750,1
4369370202,0
4395674420,0
4403426920,1
4410244166,1
4431719665,1
4496838385,1
4532340630,1
4562204483,1
4788325924,1
4882321352,1
4884801670,1
5122703075,1
5151404640,1
5154537446,1
5162417176,1
5197320355,1
5229991463,1
5254478360,0
5271743210,1
5288471315,0
5299409091,0
5299813005,0
5334292550,1
5337792772,1
5384881535,1
5498724416,1
5533330873,1
5561454202,0
5582881605,1
5583591105,1
5605303994,1
5697670114,1
5795206459,0
5804659670,1
5835489350,1
5953903020,1
5956215881,0
5956718838,0
5959813651,1
5963124893,1
5968288772,0
5973015334,1
5973724450,1
5978755512,1
5978961324,1
5979704223,0
5982965721,1
5983867693,1
2762014923,1
3419626621,1
3422476695,1
3448590935,1
3576018772,1
3917040479,1
4014922550,1
4048077365,1
4171988301,1
4266598440,1
4455845405,0
4561932763,1
4609585346,0
4614705117,1
4657974723,0
4663508190,1
4701460046,1
4869617771,1
4876904693,0
4917821406,1
5005124803,1
5257370793,1
5289094898,1
5312329371,1
5318512380,1
5358179363,1
5427550006,1
5429017790,1
5437639193,0
5444572793,1
5456103893,0
5476815079,1
5476913560,1
5478636708,0
5526071404,0
5526247070,1
5537277037,1
5725975314,1
5735406646,1
5793877543,1
5812045418,0
5822747579,0
5823390004,1
5831991158,0
5899871717,1
5918747939,1
5963991497,1
5969876282,1
5975556055,1
5988351018,1
5992446074,1
5994681941,0
